Anno;Codice Azienda;Tipo Azienda;Codice struttura;Subcodice;Denominazione Struttura/Stabilimento;Indirizzo;Codice tipo struttura;Descrizione tipo struttura;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto;address_MI;CAP;MUNICIPIO;ID_NIL;NIL;LONG_X_4326;LAT_Y_4326;Location
2014;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;62;NEONATOLOGIA;ACUTI;1;15;0;0;0;15;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2014;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;64;ONCOLOGIA;ACUTI;1;16;0;10;0;26;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2014;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;68;PNEUMOLOGIA;ACUTI;1;14;0;0;0;14;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2014;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;98;DAY SURGERY;ACUTI;1;0;0;0;20;20;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;8;CARDIOLOGIA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;9;CHIRURGIA GENERALE;ACUTI;1;55;0;0;0;55;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;12;CHIRURGIA PLASTICA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;1;6;0;0;0;6;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;26;MEDICINA GENERALE;ACUTI;1;27;0;1;0;28;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;32;NEUROLOGIA;ACUTI;1;6;0;0;0;6;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;34;OCULISTICA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;36;ORTOPEDIA E TRAUMATOLOGIA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;37;OSTETRICIA E GINECOLOGIA;ACUTI;1;34;0;0;0;34;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;38;OTORINOLARINGOIATRIA;ACUTI;1;20;0;0;0;20;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;43;UROLOGIA;ACUTI;1;23;0;0;0;23;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;49;TERAPIA INTENSIVA;ACUTI;1;6;0;0;0;6;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;56;RECUPERO E RIABILITAZIONE;RIABILITAZIONE;1;50;0;0;0;50;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;58;GASTROENTEROLOGIA;ACUTI;1;16;0;0;0;16;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;62;NEONATOLOGIA;ACUTI;1;15;0;0;0;15;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;64;ONCOLOGIA;ACUTI;1;16;0;6;0;22;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;68;PNEUMOLOGIA;ACUTI;1;14;0;0;0;14;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2015;308;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;98;DAY SURGERY;ACUTI;1;0;0;0;20;20;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;8;CARDIOLOGIA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;9;CHIRURGIA GENERALE;ACUTI;1;55;0;0;0;55;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;12;CHIRURGIA PLASTICA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;1;6;0;0;0;6;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;26;MEDICINA GENERALE;ACUTI;1;27;0;1;0;28;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;32;NEUROLOGIA;ACUTI;1;6;0;0;0;6;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;34;OCULISTICA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;36;ORTOPEDIA E TRAUMATOLOGIA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;37;OSTETRICIA E GINECOLOGIA;ACUTI;1;34;0;0;0;34;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;38;OTORINOLARINGOIATRIA;ACUTI;1;20;0;0;0;20;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;43;UROLOGIA;ACUTI;1;23;0;0;0;23;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;49;TERAPIA INTENSIVA;ACUTI;1;6;0;0;0;6;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;56;RECUPERO E RIABILITAZIONE;RIABILITAZIONE;1;50;0;0;0;50;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;58;GASTROENTEROLOGIA;ACUTI;1;16;0;0;0;16;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;62;NEONATOLOGIA;ACUTI;1;15;0;0;0;15;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;64;ONCOLOGIA;ACUTI;1;16;0;6;0;22;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;68;PNEUMOLOGIA;ACUTI;1;14;0;0;0;14;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2016;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;98;DAY SURGERY;ACUTI;1;0;0;0;20;20;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;8;CARDIOLOGIA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;9;CHIRURGIA GENERALE;ACUTI;1;55;0;0;0;55;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;12;CHIRURGIA PLASTICA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;1;6;0;0;0;6;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;26;MEDICINA GENERALE;ACUTI;1;21;0;1;0;22;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;32;NEUROLOGIA;ACUTI;1;12;0;0;0;12;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;34;OCULISTICA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;36;ORTOPEDIA E TRAUMATOLOGIA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;37;OSTETRICIA E GINECOLOGIA;ACUTI;1;34;0;0;0;34;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;38;OTORINOLARINGOIATRIA;ACUTI;1;20;0;0;0;20;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;43;UROLOGIA;ACUTI;1;23;0;0;0;23;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;49;TERAPIA INTENSIVA;ACUTI;1;6;0;0;0;6;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;56;RECUPERO E RIABILITAZIONE;RIABILITAZIONE;1;50;0;0;0;50;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;58;GASTROENTEROLOGIA;ACUTI;1;16;0;0;0;16;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;62;NEONATOLOGIA;ACUTI;1;15;0;0;0;15;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;64;ONCOLOGIA;ACUTI;1;16;0;6;0;22;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;68;PNEUMOLOGIA;ACUTI;1;14;0;0;0;14;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2017;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;98;DAY SURGERY;ACUTI;1;0;0;0;20;20;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2018;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;8;CARDIOLOGIA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2018;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;9;CHIRURGIA GENERALE;ACUTI;1;55;0;0;0;55;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2018;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;12;CHIRURGIA PLASTICA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2018;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;1;6;0;0;0;6;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2018;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;26;MEDICINA GENERALE;ACUTI;1;21;0;1;0;22;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2018;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;32;NEUROLOGIA;ACUTI;1;12;0;0;0;12;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2018;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;34;OCULISTICA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2018;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;36;ORTOPEDIA E TRAUMATOLOGIA;ACUTI;1;2;0;0;0;2;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2018;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;37;OSTETRICIA E GINECOLOGIA;ACUTI;1;34;0;0;0;34;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2018;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;38;OTORINOLARINGOIATRIA;ACUTI;1;20;0;0;0;20;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
2018;321;1;30367;;OSPEDALE S. GIUSEPPE - MILANO;VIA S. VITTORE 12;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;43;UROLOGIA;ACUTI;1;23;0;0;0;23;Via VITTORE (SAN) 12;20123;1;7;MAGENTA - S. VITTORE;9.171787499999994;45.462996000000004;(45.462996000000004, 9.171787499999994)
